Timestamp,State,Are you attending National Convention 2021 in person?,Party,Have you decided on a presidential ticket?,Vote,Are you open to changing your mind?,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,What do you value most in a candidate?,Are you more likely to cast your vote based upon an individual or a message?,Do you have a personal Instagram account?,How important is a candidate's social media presence?,Which of the following influences your vote the most?,How many years have you been involved with TeenPact?,Which of the following candidate's names do you recognize?
5/18/2021 13:22:26,Texas,Yes,Vision,No,Undecided,Yes,Prior relationship with candidates,Honesty,Individual,Yes,Hardly,Elections Hall Table Set-up,2-3,"Caroline Allen, Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Kinley Chapa, Noah Diaz, Wyatt Dillard, Lara Doorn, Eden Edwards, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Elise Hof, John Jordan, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Lillian Savage, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:22:26,Georgia,,N/A,No,Undecided,Yes,,Honesty,Message,Yes,Very,Social Media presence,2-3,"Tara Beth Forehand, Marisa Garcia, Lydia Graham, Caleb Griffin, Logan Koerner, Marco Pineda, Chloe Jo Woodell, Ethan Wright"
5/18/2021 13:22:39,Arkansas,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Personal interaction at National Convention,Humility,Message,Yes,Slightly,Campaign team members,4-5,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Caleb Knapp, Grant May, Daniel McCarthy, Hannah Nelson, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Macie Smith, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:22:40,Georgia,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Bruce Bigler, Sarah Botti, Libby Bova, Reese Chatman, Noah Diaz, Eden Edwards, Myra Ehrenberg, Evie Erickson, Tara Beth Forehand, Brock Freeland, Caleb Griffin, Caleb Hahn, Elise Hof, Nikolas Jones, John Jordan, Noah Kent, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, John Sprayberry, Wynn Waldbeser, Luke Willson, Max Zepeda"
5/18/2021 13:23:59,Georgia,No,N/A,No,Other,No,Prior relationship with candidates,Humility,Individual,Yes,Slightly,Campaign team members,2-3,"Tara Beth Forehand, Marco Pineda"
5/18/2021 13:24:23,Oklahoma,No,N/A,No,Luke Willson/Noah Diaz,Yes,Social media presence,Honesty,Message,Yes,Very,Social Media presence,2-3,"Beth Berry, Bruce Bigler, Reese Chatman, Noah Diaz, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Lillian Savage, John Sprayberry, Luke Willson, Leah Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:24:27,Arizona,No,N/A,Yes,Tara Beth Forehand/Lydia Graham,Yes,Personal interaction at National Convention,Leads by example,Individual,Yes,Slightly,Campaign team members,2-3,"Caroline Allen, Walter Baldwin, Beth Berry, Bruce Bigler, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Micah Hill, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Logan Koerner, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Rose Schumacher, John Sprayberry, Sarah Strozier, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:24:53,Minnesota,Yes,Compassion,No,Undecided,Yes,Social media presence,Leads by example,Message,Yes,Very,Social Media presence,2-3,"Jake Brietzke, Noah Diaz, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Elise Hof, Noah Kent, Caleb Knapp, Brooklyn Manning, Hannah Nelson, Marco Pineda, Jed Sicilia, Macie Smith, Chloe Jo Woodell, Ethan Wright"
5/18/2021 13:25:08,Iowa,Yes,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Honesty,Individual,Yes,Slightly,Campaign team members,6+,"Caroline Allen, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Rhianna Philcox, Noah Powers, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:25:33,Wisconsin,Yes,Vision,No,Undecided,Yes,Personal interaction at National Convention,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Noah Diaz, Lara Doorn, Eden Edwards, Tara Beth Forehand, John Jordan, Noah Powers, Lillian Savage, Rose Schumacher"
5/18/2021 13:25:54,Alabama,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Confidence,Message,No,Very,Campaign team members,2-3,"Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Isaac Cullum, Noah Diaz, Evie Erickson, Gabrielle Erickson, Brock Freeland, Caleb Griffin, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Brooklyn Manning, Gideon Miller, Jamison Murabito, Noah Powers, Brennan Roub, Cassie Sawyer, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:26:23,Missouri,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Leads by example,Individual,No,Slightly,Campaign team members,This is my first year,"Sarah Botti, Evie Erickson, Elise Hof, Noah Kent, Corban Smith, Colton Taussig"
5/18/2021 13:26:30,Georgia,Yes,Perseverance,No,Undecided,Yes,Campaign team outreach,Leads by example,Individual,No,Slightly,Campaign team members,4-5,"Caroline Allen, Jeffrey Baker, Walter Baldwin, Beth Berry, Jake Brietzke, Noah Diaz, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Nathaniel Olaires, Marco Pineda, Lillian Savage, Cassie Sawyer, Caleb Shirk, John Sprayberry, Luke Willson, Leah Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:27:29,Oklahoma,No,Vision,Yes,Luke Willson/Noah Diaz,Yes,Social media presence,Honesty,Individual,Yes,Very,Campaign team members,This is my first year,"Beth Berry, Bruce Bigler, Sarah Botti, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Brock Freeland, Lydia Graham, Grace Hardison, Trevor Harrison, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Noah Powers, Lillian Savage, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Willson, Ethan Wright, Whitnie Yoder"
5/18/2021 13:27:30,Missouri,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Leads by example,Individual,No,Slightly,Campaign team members,This is my first year,"Sarah Botti, Evie Erickson, Elise Hof, Noah Kent, Corban Smith, Colton Taussig"
5/18/2021 13:28:54,Arizona,No,Vision,Yes,Elise Hof/Brock Freeland,No,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Beth Berry, Madalyn Bizak, Reese Chatman, Elise Hof, Daniel McCarthy, Hannah Nelson, Rhianna Philcox, Luke Willson"
5/18/2021 13:29:11,Alabama,Yes,N/A,No,Tara Beth Forehand/Lydia Graham,Yes,Personal interaction at National Convention,Honesty,Message,Yes,Hardly,Elections Hall Table Set-up,4-5,"Beth Berry, Libby Bova, Brooks Breedlove, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Lydia Graham, Caleb Knapp, Gideon Miller, Rhianna Philcox, Noah Powers, Lillian Savage, Chloe Jo Woodell"
5/18/2021 13:29:33,Tennessee,No,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Kindness,Individual,Yes,Slightly,Social Media presence,4-5,"Jackson Archer, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Sam Deiters, Noah Diaz, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Macie Smith, John Sprayberry, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:29:58,Georgia,No,Perseverance,No,Tara Beth Forehand/Lydia Graham,Yes,Prior relationship with candidates,Leads by example,Message,No,Slightly,Campaign team members,2-3,"Madison Hunsucker, Brooklyn Manning, Nathaniel Olaires, Noah Powers"
5/18/2021 13:29:59,Alabama,No,Perseverance,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Confidence,Individual,Yes,Hardly,Campaign team members,This is my first year,"Jeffrey Baker, Brooks Breedlove, Noah Diaz, Gabrielle Erickson, Caleb Griffin, Caleb Hahn, Noah Kent, Caleb Knapp, Daniel McCarthy, Gideon Miller, Hannah Nelson, John Sprayberry, Ethan Wright, Max Zepeda"
5/18/2021 13:30:44,Texas,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Campaign team outreach,Leads by example,Individual,Yes,Very,Elections Hall Table Set-up,2-3,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Kinley Chapa, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Logan Koerner, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Rose Schumacher, Jed Sicilia, Macie Smith, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:31:12,Georgia,Yes,Vision,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Kindness,Message,No,Very,Campaign team members,6+,"Caroline Allen, Jeffrey Baker, Beth Berry, Madalyn Bizak, Sarah Botti, Jake Brietzke, Reese Chatman, Noah Diaz, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Nathaniel Olaires, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Macie Smith, John Sprayberry, Sarah Strozier, Linnea Stuart, Jacques Thibodeaux, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:31:45,Texas,Yes,Perseverance,No,Luke Willson/Noah Diaz,Yes,Personal interaction at National Convention,Honesty,Message,Yes,Slightly,Campaign team members,6+,"Jake Brietzke, Noah Diaz, Heidi Dillow, Gabrielle Erickson, Marisa Garcia, John Jordan, Brooklyn Manning, Grant May, Noah Powers, Lillian Savage, Luke Willson, Max Zepeda"
5/18/2021 13:32:17,Georgia,Yes,Compassion,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Kindness,Individual,Yes,Very,Campaign team members,6+,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, Nikolas Jones, John Jordan, Noah Kent, Caleb Knapp, Joseph Lasseter, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Rhianna Philcox, Marco Pineda, Brennan Roub, Lillian Savage, Cassie Sawyer, Caleb Shirk, Corban Smith, Macie Smith, John Sprayberry, Sarah Strozier, Grayson Sykes, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Leah Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:32:27,Alabama,Yes,Compassion,Yes,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Kindness,Individual,Yes,Very,Campaign team members,2-3,"Walter Baldwin, Madalyn Bizak, Sarah Botti, Libby Bova, Brooks Breedlove, Jake Brietzke, Reese Chatman, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Hahn, Trevor Harrison, Victoria Hemphill, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Tylah Lynn, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Corban Smith, Macie Smith, John Sprayberry, Colton Taussig, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:32:37,Oklahoma,Yes,Vision,No,Luke Willson/Noah Diaz,Yes,Performance during debates,Confidence,Individual,No,Slightly,Elections Hall Table Set-up,6+,"Beth Berry, Bruce Bigler, Reese Chatman, Noah Diaz, Noah Kent, Grant May, Noah Powers, Lillian Savage, Lauren Wagner, Whitnie Yoder"
5/18/2021 13:32:38,Tennessee,No,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Kindness,Individual,Yes,Slightly,Social Media presence,4-5,"Jackson Archer, Jeffrey Baker, Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Sam Deiters, Noah Diaz, Myra Ehrenberg, Evie Erickson, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, Macie Smith, John Sprayberry, Lauren Wagner, Wynn Waldbeser, Elizabeth Williams, Luke Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:33:29,Florida,Yes,Perseverance,Yes,Luke Willson/Noah Diaz,No,Campaign team outreach,Kindness,Individual,Yes,Very,Campaign team members,2-3,"Caroline Allen, Jeffrey Baker, Beth Berry, Sarah Botti, Reese Chatman, Noah Diaz, Wyatt Dillard, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Tylah Lynn, Brooklyn Manning, Grant May, Daniel McCarthy, Gideon Miller, Jamison Murabito, Hannah Nelson, Nathaniel Olaires, Marco Pineda, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, John Sprayberry, Linnea Stuart, Lauren Wagner, Wynn Waldbeser, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:33:49,Alabama,No,Compassion,No,Tara Beth Forehand/Lydia Graham,Yes,Performance during debates,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Tara Beth Forehand, Lydia Graham, Madison Hunsucker, Macie Smith, Chloe Jo Woodell"
5/18/2021 13:33:55,Alabama,Yes,Compassion,No,Tara Beth Forehand/Lydia Graham,No,Prior relationship with candidates,Leads by example,Individual,No,Not at all,Campaign team members,2-3,"Myra Ehrenberg, Tara Beth Forehand, Lydia Graham, Madison Hunsucker, Gideon Miller, Nathaniel Olaires, Macie Smith, Chloe Jo Woodell"
5/18/2021 13:34:16,Texas,No,Perseverance,Yes,Luke Willson/Noah Diaz,No,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Social Media presence,2-3,"Caroline Allen, Walter Baldwin, Beth Berry, Sarah Botti, Libby Bova, Jake Brietzke, Noah Diaz, Wyatt Dillard, Heidi Dillow, Evie Erickson, Gabrielle Erickson, Brock Freeland, Marisa Garcia, Caleb Griffin, Caleb Hahn, Elise Hof, John Jordan, Noah Kent, Brooklyn Manning, Grant May, Macie Smith, John Sprayberry, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 13:34:54,Missouri,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Honesty,Individual,Yes,Slightly,Campaign team members,2-3,"Walter Baldwin, Sarah Botti, Libby Bova, Heidi Dillow, Lara Doorn, Eden Edwards, Evie Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, Marco Pineda, Brennan Roub, Lillian Savage, Cassie Sawyer, Jed Sicilia, Corban Smith, Colton Taussig"
5/18/2021 13:35:27,Missouri,Yes,Vision,Yes,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Leads by example,Individual,Yes,Slightly,Social Media presence,2-3,"Madalyn Bizak, Sarah Botti, Noah Diaz, Evie Erickson, Tara Beth Forehand, Brock Freeland, Lydia Graham, Caleb Griffin, Caleb Hahn, Elise Hof, Caleb Knapp, Brooklyn Manning, Grant May, Daniel McCarthy, Hannah Nelson, Brennan Roub, Jed Sicilia, Corban Smith, Macie Smith, Colton Taussig, Luke Willson"
5/18/2021 13:38:28,Florida,Yes,Compassion,Yes,Ethan Wright/Lauren Wagner,Yes,Personal interaction at National Convention,Leads by example,Message,Yes,Slightly,Campaign team members,2-3,"Caroline Allen, Madalyn Bizak, Sarah Botti, Libby Bova, Noah Diaz, Heidi Dillow, Eden Edwards, Evie Erickson, Brock Freeland, Elise Hof, Noah Kent, Caleb Knapp, Brooklyn Manning, Daniel McCarthy, Hannah Nelson, Noah Powers, Brennan Roub, Lillian Savage, Cassie Sawyer, John Sprayberry, Linnea Stuart, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:39:17,Texas,Yes,Vision,No,Undecided,Yes,Performance during debates,Confidence,Individual,Yes,Slightly,Social Media presence,2-3,"Walter Baldwin, Sarah Botti, Jake Brietzke, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Caleb Hahn, Elise Hof, Grant May, John Sprayberry, Lauren Wagner, Luke Willson, Chloe Jo Woodell, Max Zepeda"
5/18/2021 13:39:29,North Dakota,No,Perseverance,Yes,Luke Willson/Noah Diaz,Yes,Prior relationship with candidates,Good listener,Individual,Yes,Very,Campaign team members,This is my first year,"Jeffrey Baker, Beth Berry, Bruce Bigler, Noah Diaz, Heidi Dillow, Lara Doorn, Myra Ehrenberg, Gabrielle Erickson, Tara Beth Forehand, Marisa Garcia, Lydia Graham, Caleb Hahn, Elise Hof, Madison Hunsucker, John Jordan, Grant May, Rhianna Philcox, Marco Pineda, Jed Sicilia, John Sprayberry, Luke Willson, Chloe Jo Woodell"
5/18/2021 13:40:01,Iowa,No,Vision,Yes,Elise Hof/Brock Freeland,No,Social media presence,Confidence,Message,Yes,Very,Social Media presence,This is my first year,"Bruce Bigler, Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Eden Edwards, Dannen Farabee, Tara Beth Forehand, Brock Freeland, Elise Hof, Brooklyn Manning, Hannah Nelson, Lillian Savage, Luke Willson, Ethan Wright, Whitnie Yoder, Max Zepeda"
5/18/2021 13:40:28,Florida,No,N/A,No,Ethan Wright/Lauren Wagner,Yes,Prior relationship with candidates,Kindness,Individual,Yes,Very,Social Media presence,2-3,"Caroline Allen, Beth Berry, Sarah Botti, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Tara Beth Forehand, Brock Freeland, Elise Hof, Brooklyn Manning, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Lillian Savage, John Sprayberry, Linnea Stuart, Lauren Wagner, Elizabeth Williams, Luke Willson, Ethan Wright, Whitnie Yoder"
5/18/2021 13:40:45,Iowa,No,N/A,No,Elise Hof/Brock Freeland,Yes,Prior relationship with candidates,Likeability/humor,Message,Yes,Slightly,Social Media presence,2-3,"Sarah Botti, Noah Diaz, Eden Edwards, Evie Erickson, Brock Freeland, Elise Hof, Daniel McCarthy, Lillian Savage"
5/18/2021 13:43:48,Louisiana,Yes,Compassion,No,Elise Hof/Brock Freeland,Yes,Social media presence,Leads by example,Individual,Yes,Slightly,Campaign team members,4-5,"Walter Baldwin, Beth Berry, Madalyn Bizak, Sarah Botti, Libby Bova, Jake Brietzke, Reese Chatman, Noah Diaz, Wyatt Dillard, Heidi Dillow, Lara Doorn, Eden Edwards, Myra Ehrenberg, Evie Erickson, Gabrielle Erickson, Dannen Farabee, Brock Freeland, Marisa Garcia, Lydia Graham, Caleb Griffin, Caleb Hahn, Victoria Hemphill, Elise Hof, Madison Hunsucker, John Jordan, Caleb Knapp, Grant May, Daniel McCarthy, Jamison Murabito, Hannah Nelson, Rhianna Philcox, Marco Pineda, Noah Powers, Lillian Savage, Cassie Sawyer, Jed Sicilia, Macie Smith, Linnea Stuart, Jacques Thibodeaux, Lauren Wagner, Wynn Waldbeser, Luke Willson, Leah Willson, Chloe Jo Woodell, Whitnie Yoder, Max Zepeda"
5/18/2021 13:44:46,Oklahoma,No,Vision,Yes,Luke Willson/Noah Diaz,Yes,Social media presence,Honesty,Individual,Yes,Very,Campaign team members,This is my first year,"Beth Berry, Bruce Bigler, Sarah Botti, Reese Chatman, Noah Diaz, Evie Erickson, Gabrielle Erickson, Brock Freeland, Lydia Graham, Grace Hardison, Trevor Harrison, Elise Hof, Madison Hunsucker, Noah Kent, Caleb Knapp, Brooklyn Manning, Grant May, Noah Powers, Lillian Savage, Lauren Wagner, Elizabeth Williams, Luke Willson, Leah Willson, Ethan Wright, Whitnie Yoder"
5/18/2021 13:44:51,South Carolina,Yes,Perseverance,No,Other,Yes,Prior relationship with candidates,Confidence,Individual,Yes,Slightly,Campaign team members,4-5,"Sarah Botti, Libby Bova, Brooks Breedlove, Reese Chatman, Isaac Cullum, Noah Diaz, Heidi Dillow, Evie Erickson, Lydia Graham, Caleb Griffin, Elise Hof, John Jordan, Tylah Lynn, Grant May, Daniel McCarthy, Hannah Nelson, Nathaniel Olaires, Lillian Savage, Linnea Stuart, Whitnie Yoder, Max Zepeda"
